Vols addressing defensive trouble on late downs
"5-at-10: NFL’s unspoken defining factor, coaching college coaches’ conferences, MLB postseason questions"
Brazzell has begun to dazzle for explosive Vols
Bulldogs reviewing the ‘good and bad’ from win at Tennessee
Kloe Reeves hoping to take Rhea County soccer team to new heights
"Grundy County, Hixson, Rhea County, LaFayette top this week’s prep football surprises"
"Tom Brady’s dual roles as Fox Sports NFL analyst, Raiders limited owner continue to raise questions"
NCAA back in court over eligibility rules for Vanderbilt QB Diego Pavia
"Olson homers in 4th consecutive game, Suarez Ks 9 as Braves beat Nationals"
Miami’s Carson Beck has faced Florida multiple times. He’s now going to play them as a Hurricane
"5-at-10: NFL power poll, college football poll vaulting into irrelevance, RIP Robert Redford"
Vols having to move on from rare one-possession loss
Ringgold’s Fries earns TFP Player of the Week honors
Matt Olson’s 3-run homer lifts Braves over Nationals
Falcons’ rookies shine in dominant defensive win over Vikings
